from	to
P19889	Q95RG1
P19889	P41126
P19889	Q95TP9
P19889	Q06559
P19889	P05389
P19889	Q9V9W3
P19889	P41093
P19889	Q9VBN5
P19889	Q9VS34
P19889	P36241
O97125	Q53ZT0
Q7K2G1	Q7KMP8
Q7K2G1	Q7KLV9
Q7K2G1	Q9V3G7
Q7K2G1	Q9V3V6
Q7K2G1	Q9V3H2
Q7K2G1	P55035
Q7K2G1	Q9V3P6
Q7K2G1	Q9V405
Q7K2G1	P48601
Q7K2G1	Q7KMQ0
P25843	P83967
A1ZAX1	O02195
A1ZAX1	Q9W2D9
A1ZAX1	Q9VN50
A1ZAX1	Q9W4X7
A1ZAX1	Q9U9Q4
Q9VWG3	P48149
Q9VWG3	P50887
Q9VWG3	Q9VZS5
Q9VWG3	Q95TP9
Q9VWG3	P48159
Q9VWG3	Q9W1B9
Q9VWG3	P38979
Q9VWG3	Q9W237
Q9VWG3	Q9W0A8
Q9VWG3	Q9W229
Q9VWG3	Q9V3G1
Q9VWG3	P36241
Q9VWG3	P39018
Q9VWG3	Q24154
O76927	Q9W2D9
O76927	Q9VWG3
O76927	P50887
O76927	P48149
O76927	Q9VTP4
O76927	Q9W1B9
O76927	P36241
O76927	Q9VZS5
O76927	Q24154
O76927	P80455
O76927	P38979
O76927	Q9W0A8
O76927	P48159
O76927	P55841
O76927	Q9VS34
O76927	P17704
O76927	P39018
O76927	Q9V3G1
O76927	Q7JYK1
O76927	Q9W229
O76927	Q95TP9
O76927	Q9W237
O76927	Q95RG1
Q9NJH0	P39018
Q9NJH0	O02195
Q9NJH0	Q9W1B9
Q9NJH0	P55841
Q9NJH0	Q9W237
Q9NJH0	Q9VWG3
Q9NJH0	P28668
Q9NJH0	P36241
Q9NJH0	Q9W0A8
Q9NJH0	Q06559
Q9NJH0	Q9GU68
Q9NJH0	P12613
Q9NJH0	O16797
Q9NJH0	Q95TP9
Q9NJH0	Q9VS34
Q9NJH0	Q95RG1
Q9NJH0	P41126
Q9NJH0	Q9V3G1
Q9NJH0	P38979
Q9NJH0	P31009
Q9NJH0	P09180
O96827	O76927
O96827	Q9W229
O96827	P55830
O96827	Q9VWG3
O96827	P48588
O96827	Q9W0A8
O96827	P80455
O96827	Q9VHE5
O96827	Q9VBN5
O96827	P08570
O96827	P31009
O96827	Q9VS34
O96827	Q9W1B9
O96827	P48159
O96827	P36241
O96827	Q9VA91
O96827	P55828
O96827	Q95RG1
O96827	Q9W237
O96827	O02195
O96827	Q95TP9
O96827	Q9W5N2
O96827	Q9V9M7
O96827	Q9VJ19
O96827	P55841
O96827	Q7JZW2
O96827	Q0E9B6
O96827	Q8T3U2
O96827	P38979
O96827	P39018
O96827	Q9VGS2
O96827	O18640
O96827	Q9V9W3
O96827	P41126
O96827	Q8MLY8
O96827	Q24154
O96827	P41094
O96827	P41093
O96827	P17704
O96827	Q9VTP4
O96827	P46222
O96827	Q06559
O96827	Q9V3G1
O96827	Q9NJH0
O96827	P05389
O96827	Q9V597
O96827	P09180
O96827	O17445
P26308	P16378
P26308	P38040
O62621	Q9W555
O62621	P45437
O62621	Q9W0B8
Q9VA91	O02195
Q9VA91	Q9VGS2
Q9VA91	P05303
Q9VA91	P50887
Q9VA91	Q9U9Q4
Q9VA91	Q9VFE4
Q9VA91	Q9VBH8
Q9VA91	Q7JVI3
Q9VA91	P48149
Q9VA91	Q7KR04
Q9VA91	Q9VHE5
Q9VA91	Q9VWG3
Q9VA91	P39018
Q9VA91	Q9NJH0
Q9VA91	Q9VTP4
Q9VA91	O16797
Q9VA91	Q9VZS5
Q9VA91	P31009
Q9VA91	Q9V9W3
Q9VA91	P09180
Q9VA91	P48588
Q9VA91	Q7JZW2
Q9VA91	P41126
Q9VA91	Q95TP9
Q9VA91	P13008
Q9VA91	Q9VBU9
Q9VA91	Q9W229
Q9VA91	Q24154
Q9VA91	Q9V3G1
Q9VA91	Q9W0A8
Q9VA91	P48159
Q9VA91	P04359
Q9VA91	Q8IGR0
Q9VA91	Q95RG1
Q9VA91	P41094
Q9VA91	Q06559
Q9VA91	P46222
Q9VA91	P55828
Q9VA91	O76927
Q9VA91	P80455
Q9VA91	P55841
Q9VA91	Q9W1B9
Q9VA91	P17704
Q9VA91	Q7JYK1
Q9VA91	Q9VS34
Q9VA91	Q9W237
Q9VA91	Q0E9B6
Q9VA91	Q8T3U2
Q9VA91	P38979
Q9VA91	P41093
Q9VA91	Q9V597
Q9VA91	P36241
P29613	Q9VUY9
P29613	Q9VAN7
P29613	O62619
P29613	P07487
P29613	P15007
Q7KN62	P48601
Q7KN62	Q9VTF9
Q7KN62	Q9VW54
P25161	Q9VA54
P25161	Q7K2G1
P25161	Q9V436
P25161	Q9V3P6
P25161	Q9V405
P25161	O18413
P25161	Q7KLV9
P25161	Q9V3H2
P25161	Q9V3V6
P25161	Q7KMQ0
P25161	P55035
P25161	Q9V3Z4
P25161	Q7KMP8
P25161	Q9VW54
P25161	Q9V3G7
P25161	P48601
Q9W1B9	P50887
Q9W1B9	P38979
Q9W1B9	Q9W237
Q9W1B9	Q24154
Q9W1B9	P48159
Q9W1B9	Q95TP9
Q9W1B9	Q9W229
P48159	P50887
P48159	P38979
P48159	Q24154
P48159	Q9W237
P48159	Q95TP9
Q9VGS2	Q9W0A8
Q9VGS2	Q8IGR0
Q9VGS2	Q9VS34
Q9VGS2	Q9W1B9
Q9VGS2	Q95TP9
Q9VGS2	P17704
Q9VGS2	P38979
Q9VGS2	Q9W237
Q9VGS2	P36241
Q9VGS2	Q95RG1
Q9VGS2	Q7JYK1
Q9VGS2	Q9VZS5
Q9VGS2	P80455
Q9VGS2	P41126
Q9VGS2	P31009
O02195	Q9VS34
O02195	Q9W1B9
O02195	P55841
O02195	Q9VN50
O02195	Q9V3G1
O02195	Q95TP9
O02195	P38979
O02195	Q9W237
O02195	Q9W4X7
O02195	Q9W2D9
O02195	Q95RG1
O02195	Q9U9Q4
P08570	Q9VGS2
P08570	Q9GU68
P08570	Q9VFE4
P08570	Q9VBH8
P08570	P48149
P08570	P50887
P08570	Q7KR04
P08570	Q9VHE5
P08570	O16797
P08570	Q9W229
P08570	Q9V9W3
P08570	P31009
P08570	Q95RG1
P08570	Q9NJH0
P08570	Q9W1B9
P08570	P39018
P08570	Q9VWG3
P08570	Q9VTP4
P08570	Q24154
P08570	P09180
P08570	P41126
P08570	Q8T3U2
P08570	Q95TP9
P08570	Q9VZS5
P08570	P46222
P08570	P80455
P08570	P13008
P08570	Q9V3G1
P08570	P55841
P08570	O18640
P08570	P48588
P08570	P17704
P08570	Q8IGR0
P08570	Q9V9M7
P08570	Q9VA91
P08570	P36241
P08570	Q9W237
P08570	Q9VBN5
P08570	Q9VBU9
P08570	Q8MLY8
P08570	Q9VS34
P08570	P48159
P08570	Q7JZW2
P08570	Q9W0A8
P08570	Q9V597
P08570	Q7JYK1
P08570	P41093
P08570	P55828
P08570	Q06559
P08570	P05389
P08570	P04359
P08570	P41094
P08570	Q0E9B6
P08570	Q9W5N2
P08570	P55830
P08570	P38979
P08570	O76927
P08570	O17445
P08570	Q9VJ19
Q9VFR2	P09491
Q9VFR2	Q9VFC7
Q9VFR2	P05661
Q9VFR2	P35416
P36188	P53501
Q9VQ29	Q9VTB4
Q9VQ29	Q94516
Q9VQ29	Q9VX36
Q9VQ29	Q7JYH3
Q9VQ29	Q9W125
Q9VQ29	Q9VWI0
Q9VQ29	Q9VZU4
Q9VQ29	Q94511
Q9VQ29	Q9VWD1
Q9VQ29	Q9VXI6
Q9VQ29	Q9VV75
Q9VQ29	Q9VRL0
Q7JVI3	Q9VBU9
Q7JVI3	P46222
Q7JVI3	Q9V9W3
Q7JVI3	P13008
Q7JVI3	Q9V3G1
Q7JVI3	P31009
Q7JVI3	Q8T3U2
Q7JVI3	P48588
Q7JVI3	P41094
Q7JVI3	P80455
Q7JVI3	P55828
Q7JVI3	P17704
Q7JVI3	Q95RG1
Q7JVI3	Q9W237
Q7JVI3	Q9W4X7
Q7JVI3	P38979
Q7JVI3	Q95TP9
Q7JVI3	Q9VN50
Q7JVI3	Q06559
Q7JVI3	P09180
Q7JVI3	Q9W2D9
Q7JVI3	A1ZAX1
Q7JVI3	Q0E940
Q7JVI3	O02195
Q7JVI3	Q9U9Q4
Q9VVH3	Q9W1N3
Q9VW53	Q9W1M9
Q9VPX7	P10981
Q9VPX7	P02574
Q9VPX7	P53501
Q9VPX7	P83967
P12613	Q9VHL2
P12613	P48605
P12613	Q9VXQ5
P12613	Q9VK69
P12613	Q9W392
P52034	Q9VUY9
P52034	P29613
P52034	P15007
P52034	O62619
P52034	Q9XTL9
P52029	Q9XTL9
P52029	P52034
P52029	P07487
P52029	P15007
P52029	O62619
P52029	P29613
P52029	Q9VUY9
Q9V7D2	P48602
Q9V7D2	P31409
Q9V7D2	Q9V3J1
Q9V7D2	P54611
Q9VF27	Q9VQ29
Q9VF27	Q24439
Q9VF27	Q9VFF0
Q9VF27	Q9VGS3
Q9VF27	Q9VMB9
Q9VF27	Q9VIQ8
Q9VF27	Q94514
Q9VF27	Q9VRL0
Q9VF27	Q9VPE2
Q9VF27	Q9VTB4
Q9VF27	Q9V3W2
Q9VF27	Q9W1N3
Q9VF27	Q9VXK7
Q9VF27	O97418
Q9VF27	Q94511
Q9VF27	Q9W402
Q9VF27	Q9VMU0
Q9VF27	Q9VMI3
Q9VF27	Q7JYH3
Q9VF27	Q9VX36
Q9VF27	Q9VWI0
Q9VF27	Q9W125
Q9VF27	Q9VZU4
Q9VBU9	Q9GU68
Q9VBU9	Q9U9Q4
Q9VBU9	Q9VGS2
Q9VBU9	Q9VFE4
Q9VBU9	Q9VWG3
Q9VBU9	P50887
Q9VBU9	Q9VHE5
Q9VBU9	P48149
Q9VBU9	P41126
Q9VBU9	P38979
Q9VBU9	P31009
Q9VBU9	Q06559
Q9VBU9	Q24154
Q9VBU9	Q9VZS5
Q9VBU9	Q7JYK1
Q9VBU9	P39018
Q9VBU9	Q8IGR0
Q9VBU9	Q95RG1
Q9VBU9	P13008
Q9VBU9	P55828
Q9VBU9	Q9W237
Q9VBU9	Q95TP9
Q9VBU9	P36241
Q9VBU9	O76927
Q9VBU9	O16797
Q9VBU9	Q9VS34
Q9VBU9	P48588
Q9VBU9	P55841
Q9VBU9	Q9V3G1
Q9VBU9	Q9W229
Q9VBU9	P17704
Q9VBU9	Q9W0A8
Q9VBU9	P80455
Q9VBU9	Q9W1B9
Q9VBU9	Q9VTP4
Q9VBU9	P48159
P31009	Q9VSR5
P31009	Q9W4X7
P31009	O02195
P31009	Q9GU68
P31009	Q8STG9
P31009	P50887
P31009	P48149
P31009	Q9VWG3
P31009	Q9W237
P31009	Q9W1B9
P31009	Q9VZS5
P31009	Q9VTP4
P31009	P38979
P31009	Q95RG1
P31009	P55841
P31009	P80455
P31009	P41126
P31009	Q7JYK1
P31009	P48159
P31009	Q9W229
P31009	O76927
P31009	Q9V3G1
P31009	Q9VS34
P31009	P17704
P31009	P39018
P31009	Q24154
P31009	Q95TP9
P31009	P36241
P31009	Q9W0A8
Q9VPQ2	P29844
Q95TP9	Q9W4X7
Q95TP9	P50887
Q95TP9	P38979
Q9VVL7	Q9W3X6
Q9VVL7	Q94511
P91929	Q9VXK7
P91929	Q9VRL0
P91929	Q94514
P91929	Q9VX36
P91929	Q94516
P91929	Q9VWI0
P91929	Q9VF27
P91929	Q9VV75
P91929	Q9VZU4
P91929	Q9VFF0
P91929	Q9VQ29
P91929	Q9VMI3
P91929	Q9W125
P91929	Q7JYH3
P91929	Q9VPE2
P91929	Q94511
Q9W229	P50887
Q9W229	P38979
Q9W229	Q9W237
Q9W229	P48159
Q9W229	Q24154
Q9W229	Q95TP9
P13008	Q9VWG3
P13008	P50887
P13008	P48149
P13008	Q9VTP4
P13008	P39018
P13008	P80455
P13008	Q9VZS5
P13008	P36241
P13008	Q9VS34
P13008	P31009
P13008	Q95TP9
P13008	Q9W0A8
P13008	Q95RG1
P13008	Q9W1B9
P13008	Q9W237
P13008	Q24154
P13008	O76927
P13008	P55841
P13008	Q9V3G1
P13008	Q8IGR0
P13008	P48159
P13008	Q9W229
P13008	P41126
P13008	P17704
P13008	Q7JYK1
P13008	P38979
Q0E924	Q7JXC4
Q0E924	P24156
P14318	P82147
P14318	P53501
P14318	C0HK92
P14318	P35416
P14318	Q9VFC7
P14318	P36188
P14318	P05661
P14318	P09491
P26270	Q7K2G1
P26270	Q9VA54
P26270	Q9V436
P26270	Q9VKZ8
P26270	Q9W414
P26270	Q9V405
P26270	Q9VW54
P26270	P55035
P26270	Q7KMP8
P26270	Q9V3Z4
P26270	Q7KLV9
P26270	Q9V3P6
P26270	Q9V3H2
P26270	P25161
P26270	O18413
P26270	P48601
P26270	Q9V3V6
P26270	Q7KMQ0
P26270	Q9V3G7
Q7K3J0	Q7KKI0
Q7K3J0	P12613
Q7K3J0	Q9W392
Q7K3J0	P48605
Q7K3J0	Q9VK69
Q7K3J0	Q9VHL2
Q7K3J0	Q9VXQ5
P48601	Q7KMP8
P48601	Q9V436
P48601	Q9V3Z4
P48601	Q9VW54
P48601	Q9V3V6
P48601	O18413
P48601	Q9V3H2
P48601	Q9V3G7
P48601	Q9V405
P48601	P55035
Q9W1G0	P41572
Q8IPX7	Q8T4A9
Q8IPX7	Q9VW53
Q8IPX7	Q9W1M9
Q9VBN5	Q8STG9
Q9VBN5	P05303
Q9VBN5	Q9VFE4
Q9VBN5	Q9VWG3
Q9VBN5	Q7KR04
Q9VBN5	Q9VGS2
Q9VBN5	P48149
Q9VBN5	P50887
Q9VBN5	Q9VHE5
Q9VBN5	Q9VBH8
Q9VBN5	Q24154
Q9VBN5	P13008
Q9VBN5	Q9VA91
Q9VBN5	Q8T3U2
Q9VBN5	P46222
Q9VBN5	O18640
Q9VBN5	Q7JZW2
Q9VBN5	Q7JYK1
Q9VBN5	P48588
Q9VBN5	P55830
Q9VBN5	P55841
Q9VBN5	Q9V9M7
Q9VBN5	Q9V597
Q9VBN5	Q0E9B6
Q9VBN5	Q9W5N2
Q9VBN5	O17445
Q9VBN5	P36241
Q9VBN5	P39018
Q9VBN5	Q9VS34
Q9VBN5	Q9VBU9
Q9VBN5	O16797
Q9VBN5	Q9W0A8
Q9VBN5	O76927
Q9VBN5	P38979
Q9VBN5	P41093
Q9VBN5	Q95TP9
Q9VBN5	Q8IGR0
Q9VBN5	Q9W1B9
Q9VBN5	P41126
Q9VBN5	P17704
Q9VBN5	Q9V3G1
Q9VBN5	Q95RG1
Q9VBN5	P04359
Q9VBN5	Q9W229
Q9VBN5	Q9V9W3
Q9VBN5	Q9VJ19
Q9VBN5	Q9VZS5
Q9VBN5	P09180
Q9VBN5	P31009
Q9VBN5	P55828
Q9VBN5	P41094
Q9VBN5	Q9VTP4
Q9VBN5	P80455
Q9VBN5	Q8MLY8
Q9VBN5	Q06559
Q9VBN5	Q9W237
Q9VBN5	P05389
Q9VBN5	P48159
P55828	Q9VGS2
P55828	Q9W2D9
P55828	Q9W4X7
P55828	Q8STG9
P55828	Q9GU68
P55828	Q9VFE4
P55828	O02195
P55828	P48149
P55828	P50887
P55828	Q9VHE5
P55828	Q9VWG3
P55828	P13008
P55828	P17704
P55828	P31009
P55828	P39018
P55828	Q24154
P55828	P38979
P55828	Q9VTP4
P55828	P36241
P55828	Q9W0A8
P55828	P55841
P55828	Q9VZS5
P55828	Q9W229
P55828	P48159
P55828	Q9V3G1
P55828	Q95RG1
P55828	Q7JYK1
P55828	P48588
P55828	O76927
P55828	P80455
P55828	Q95TP9
P55828	Q8IGR0
P55828	O16797
P55828	Q9W237
P55828	P41126
P55828	Q9W1B9
P55828	Q9VS34
Q9VXQ5	Q9W392
Q7K3W2	Q9VFF0
Q7JUS9	P35381
Q9VJ19	Q9VGS2
Q9VJ19	Q9W1N3
Q9VJ19	Q9VFE4
Q9VJ19	P50887
Q9VJ19	P48149
Q9VJ19	Q9VWG3
Q9VJ19	Q9VBH8
Q9VJ19	Q9VHE5
Q9VJ19	Q7KR04
Q9VJ19	Q9W0A8
Q9VJ19	Q9VBU9
Q9VJ19	P48588
Q9VJ19	P55841
Q9VJ19	P55828
Q9VJ19	P13008
Q9VJ19	O76927
Q9VJ19	P04359
Q9VJ19	P41094
Q9VJ19	Q9W229
Q9VJ19	P09180
Q9VJ19	P46222
Q9VJ19	Q9VZS5
Q9VJ19	Q06559
Q9VJ19	Q9W237
Q9VJ19	P39018
Q9VJ19	O16797
Q9VJ19	P48159
Q9VJ19	Q8MLY8
Q9VJ19	Q8T3U2
Q9VJ19	Q9V9W3
Q9VJ19	P31009
Q9VJ19	P80455
Q9VJ19	Q8IGR0
Q9VJ19	Q9V3G1
Q9VJ19	Q7JZW2
Q9VJ19	Q95TP9
Q9VJ19	Q9V597
Q9VJ19	Q7JYK1
Q9VJ19	Q0E9B6
Q9VJ19	Q24154
Q9VJ19	P17704
Q9VJ19	Q9W5N2
Q9VJ19	P41093
Q9VJ19	Q95RG1
Q9VJ19	Q9VTP4
Q9VJ19	P41126
Q9VJ19	Q9VA91
Q9VJ19	P36241
Q9VJ19	P05389
Q9VJ19	Q9VS34
Q9VJ19	Q9W1B9
Q9VJ19	P38979
Q9VNF8	Q8I0G5
Q9XY35	Q24154
Q9XY35	Q9VF27
Q9XY35	Q9VWD1
Q9XY35	Q9VVG5
Q9XY35	Q24439
Q9XY35	Q9W141
Q9XY35	Q9VPE2
Q9XY35	Q9W402
Q9XY35	Q9W125
Q9XY35	Q9VTB4
Q9XY35	Q7JYH3
Q9XY35	O97418
Q9XY35	Q9VMU0
Q9XY35	Q9VMB9
Q9XY35	Q94514
Q9XY35	Q9W1N3
Q9XY35	Q9VV75
Q9XY35	Q9VFF0
Q9XY35	Q9VQ29
Q9XY35	Q9VRL0
Q9XY35	Q9VXI6
Q9VX36	Q9W1N3
Q9VX36	Q9W402
Q9VX36	O97418
Q9VX36	Q9VXK7
Q9VX36	Q7JYH3
Q9VX36	Q94511
Q9VX36	Q9W125
Q9VX36	Q9VZU4
O61231	Q9GU68
O61231	Q9VWG3
O61231	Q9VHE5
O61231	Q9VFE4
O61231	Q7KR04
O61231	Q9V9W3
O61231	Q9NJH0
O61231	Q9VGS2
O61231	P50887
O61231	Q9VBH8
O61231	P39018
O61231	P48149
O61231	Q9VTP4
O61231	Q9W229
O61231	P08570
O61231	Q9VA91
O61231	Q9VBU9
O61231	Q9VZS5
O61231	Q95RG1
O61231	Q9W1B9
O61231	Q9VS34
O61231	P48588
O61231	P09180
O61231	Q8T3U2
O61231	O76927
O61231	P46222
O61231	O17445
O61231	Q0E9B6
O61231	Q9V3G1
O61231	P41093
O61231	Q9W0A8
O61231	P36241
O61231	Q7JYK1
O61231	P55830
O61231	P55841
O61231	Q9V9M7
O61231	O18640
O61231	Q8MLY8
O61231	P55828
O61231	Q7JZW2
O61231	P17704
O61231	P13060
O61231	Q9VJ19
O61231	Q9V597
O61231	Q9VBN5
O61231	Q8IGR0
O61231	P48159
O61231	Q24154
O61231	Q9W237
O61231	P04359
O61231	P13008
O61231	Q9VVU2
O61231	P41126
O61231	P31009
O61231	P80455
O61231	P38979
O61231	Q06559
O61231	P41094
O61231	O16797
O61231	Q95TP9
O61231	Q9W5N2
O61231	P05389
Q24154	Q95TP9
Q24154	P38979
Q24154	P50887
Q500Y7	Q9VQ29
Q500Y7	Q9VZU4
Q500Y7	Q9VXK7
Q500Y7	Q9VKM3
Q500Y7	Q9V3W2
Q500Y7	O77134
Q500Y7	Q9VRL0
Q500Y7	Q7K1C0
Q500Y7	Q9VF27
Q500Y7	Q7JYH3
Q500Y7	Q9VXI6
Q500Y7	Q9VQD7
Q500Y7	Q9W402
Q500Y7	Q9VTB4
Q500Y7	Q94514
Q500Y7	O97418
Q500Y7	Q9W125
Q500Y7	Q9VMU0
Q500Y7	Q9VMB9
Q500Y7	Q9VMS1
Q500Y7	Q9XY35
Q500Y7	Q9W1N3
Q500Y7	Q9VVG5
P28668	Q9VKB0
P28668	P38979
P28668	O62621
Q9XZ03	Q9V9Q4
P31409	P48602
P31409	P54611
P31409	Q9V3J1
P31409	Q9W4P5
P31409	Q27331
Q9V438	Q8STG9
Q9V438	Q9VPQ2
Q9VXI6	Q9W402
Q9VXI6	Q9W125
Q9VXI6	Q7JYH3
Q9VXI6	Q9W1N3
A1Z992	O62619
A1Z992	Q9VUY9
A1Z992	Q9W2H8
A1Z992	Q9XTL9
A1Z992	Q9VFC8
Q8I0G5	Q9W555
Q8I0G5	O62621
Q8I0G5	P45437
Q8I0G5	Q9W0B8
Q9VXN2	Q9W141
Q9VXN2	P35381
Q9V434	Q9VKB0
Q9V434	P28668
Q7JZW2	Q9U9Q4
Q7JZW2	Q9VN50
Q7JZW2	Q9W2D9
Q7JZW2	Q9GU68
Q7JZW2	Q9VGS2
Q7JZW2	Q9VFE4
Q7JZW2	Q8STG9
Q7JZW2	Q9NJH0
Q7JZW2	P50887
Q7JZW2	P48149
Q7JZW2	Q9VBH8
Q7JZW2	Q9VWG3
Q7JZW2	Q9VHE5
Q7JZW2	P41094
Q7JZW2	P09180
Q7JZW2	P17704
Q7JZW2	Q95RG1
Q7JZW2	P39018
Q7JZW2	O16797
Q7JZW2	P46222
Q7JZW2	Q8IGR0
Q7JZW2	P55841
Q7JZW2	P13008
Q7JZW2	P48588
Q7JZW2	P41126
Q7JZW2	Q9W229
Q7JZW2	P48159
Q7JZW2	Q9W237
Q7JZW2	O76927
Q7JZW2	P55828
Q7JZW2	Q9V3G1
Q7JZW2	Q9VZS5
Q7JZW2	Q9V9W3
Q7JZW2	Q9VS34
Q7JZW2	P80455
Q7JZW2	Q9VTP4
Q7JZW2	Q24154
Q7JZW2	P31009
Q7JZW2	P38979
Q7JZW2	P36241
Q7JZW2	Q06559
Q7JZW2	Q7JYK1
Q7JZW2	Q9W0A8
Q7JZW2	P04359
Q7JZW2	Q95TP9
Q7JZW2	Q9VBU9
Q7JZW2	Q9W1B9
Q7JZW2	P41093
Q9VWD1	Q9VXI6
Q9VWD1	Q9W1N3
Q9VFE4	Q8STG9
Q9VFE4	P39018
Q9VFE4	Q9VHE5
Q9VFE4	Q9VWG3
Q9VFE4	P48149
Q9VFE4	Q9VTP4
Q9VFE4	Q9VZS5
Q9VFE4	Q95TP9
Q9VFE4	Q8IGR0
Q9VFE4	Q24154
Q9VFE4	P36241
Q9VFE4	Q9VS34
Q9VFE4	Q9W229
Q9VFE4	O76927
Q9VFE4	P41126
Q9VFE4	P48588
Q9VFE4	Q7JYK1
Q9VFE4	P13008
Q9VFE4	P17704
Q9VFE4	P80455
Q9VFE4	P55841
Q9VFE4	Q9W237
Q9VFE4	O16797
Q9VFE4	P38979
Q9VFE4	Q95RG1
Q9VFE4	Q9W1B9
Q9VFE4	Q9V3G1
Q9VFE4	P31009
Q9VFE4	Q9W0A8
Q9VFE4	P48159
Q9VMA2	Q95U34
Q9VMA2	Q9W0P5
Q29QQ9	Q8T4A9
Q29QQ9	Q9VW53
Q29QQ9	Q9VC93
Q29QQ9	Q9VGZ2
Q29QQ9	Q9VKJ4
Q29QQ9	Q9VK19
Q29QQ9	Q8IPX7
Q29QQ9	Q9W1M9
P45437	Q9W555
P45437	Q9W0B8
Q9W237	Q9W2D9
Q9W237	Q9W4X7
Q9W237	P50887
Q9W237	Q24154
Q9W237	Q95TP9
Q9W237	P38979
Q9VHS2	Q94514
Q9VHS2	Q9VIQ8
Q9VHS2	Q9W1N3
Q9VHS2	Q9VWD1
P41094	Q9W4X7
P41094	Q9U9Q4
P41094	Q9W2D9
P41094	Q9VSR5
P41094	O02195
P41094	Q9VGS2
P41094	Q9GU68
P41094	Q9VFE4
P41094	Q8STG9
P41094	P50887
P41094	P48149
P41094	Q9VBH8
P41094	Q9VHE5
P41094	Q9VS34
P41094	Q06559
P41094	Q9VBU9
P41094	P31009
P41094	Q95TP9
P41094	P41126
P41094	P39018
P41094	P55828
P41094	O76927
P41094	P13008
P41094	P48159
P41094	Q7JYK1
P41094	P36241
P41094	Q24154
P41094	Q8IGR0
P41094	P80455
P41094	P55841
P41094	Q9VWG3
P41094	Q9VZS5
P41094	Q9VTP4
P41094	Q9W237
P41094	Q9W229
P41094	P17704
P41094	Q9W0A8
P41094	Q95RG1
P41094	P09180
P41094	Q9V3G1
P41094	P38979
P41094	P04359
P41094	O16797
P41094	P48588
P41094	Q9V9W3
P41094	Q9W1B9
P39018	Q9W2D9
P39018	P48149
P39018	P50887
P39018	Q9VZS5
P39018	P48159
P39018	Q9W1B9
P39018	Q9V3G1
P39018	P38979
P39018	Q9W237
P39018	Q9W229
P39018	P36241
P39018	Q95TP9
P39018	Q9W0A8
P39018	Q24154
Q9VFC8	Q9XTL9
O18640	Q9U9Q4
O18640	Q9W4X7
O18640	O02195
O18640	P05303
O18640	Q9VFE4
O18640	Q9GU68
O18640	Q0E940
O18640	Q53XD3
O18640	Q7KR04
O18640	Q7JVI3
O18640	P48149
O18640	Q9VBH8
O18640	Q9VHE5
O18640	P50887
O18640	Q9VWG3
O18640	Q8IGR0
O18640	Q8T3U2
O18640	Q9NJH0
O18640	Q9W0A8
O18640	O76927
O18640	Q24154
O18640	P09180
O18640	P41094
O18640	Q9W1B9
O18640	Q9V3G1
O18640	Q06559
O18640	P39018
O18640	Q8MLY8
O18640	Q9VZS5
O18640	Q9VTP4
O18640	P55841
O18640	P38979
O18640	P46222
O18640	Q9W237
O18640	O16797
O18640	Q95TP9
O18640	Q7JZW2
O18640	P80455
O18640	Q95RG1
O18640	P41093
O18640	P41126
O18640	Q9VA91
O18640	Q9W5N2
O18640	Q9V9W3
O18640	P13008
O18640	Q9VS34
O18640	Q9VJ19
O18640	P36241
O18640	Q9V597
O18640	P05389
O18640	P04359
O18640	P48159
O18640	O17445
O18640	Q9VBU9
O18640	Q9W229
O18640	P55828
O18640	Q0E9B6
O18640	P17704
O18640	P55830
O18640	P48588
O18640	P31009
O18640	Q7JYK1
Q9VGZ2	Q9VK19
Q9VGZ2	Q8T4A9
Q9VGZ2	Q9VKJ4
Q9VGZ2	Q8IPX7
Q9VGZ2	Q9W1M9
Q7K1C0	O97418
Q7K1C0	Q9VX36
Q7K1C0	Q9VXK7
Q7K1C0	Q9VZU4
Q7K1C0	Q9VF27
Q7K1C0	Q9VWI0
Q7K1C0	Q9VMU0
Q7K1C0	Q9V3W2
Q7K1C0	Q9VQD7
Q7K1C0	Q9W125
Q7K1C0	Q7JYH3
Q7K1C0	Q9W402
Q7K1C0	Q9VTB4
Q9VHL2	Q9W392
Q9VHL2	Q9VXQ5
Q9VHL2	Q9VK69
O16797	Q9VWG3
O16797	Q9VHE5
O16797	P50887
O16797	P48149
O16797	P39018
O16797	Q9VTP4
O16797	Q24154
O16797	P17704
O16797	P41126
O16797	Q9V3G1
O16797	Q9VZS5
O16797	Q9W1B9
O16797	Q9VS34
O16797	P31009
O16797	P13008
O16797	P80455
O16797	P55841
O16797	Q95TP9
O16797	Q7JYK1
O16797	P36241
O16797	Q9W0A8
O16797	P48159
O16797	O76927
O16797	Q9W229
O16797	Q95RG1
O16797	Q8IGR0
O16797	P38979
O16797	Q9W237
Q9VKM3	Q9VVH3
Q9VKM3	Q9VF27
Q9VKM3	Q9VWD1
Q9VKM3	Q9W402
Q9VKM3	O97418
Q9VKM3	Q9VHS2
Q9VKM3	Q9VTB4
Q9VKM3	Q9W125
Q9VKM3	Q9VQD7
Q9VKM3	O01666
Q9VKM3	Q9VZU4
Q9VKM3	Q9VGS3
Q9VKM3	Q9VMU0
Q9VKM3	Q7JYH3
Q9VKM3	Q9XY35
Q9VKM3	Q94514
Q9VKM3	P35381
Q9VKM3	Q9VXN2
Q9VKM3	Q9VIQ8
Q9VKM3	Q9VXI6
Q9VKM3	Q24439
