from	to
Q7KR04	P55828
Q7KR04	P41126
Q7KR04	P48588
Q7KR04	Q9VWG3
Q7KR04	P04359
Q7KR04	P13008
Q7KR04	Q95RG1
Q7KR04	P36241
Q7KR04	P09180
Q7KR04	Q06559
Q7KR04	Q9VBU9
Q7KR04	Q9W0A8
Q7KR04	P48159
Q7KR04	P39018
Q7KR04	Q8T3U2
Q7KR04	Q9W237
Q7KR04	Q8IGR0
Q7KR04	P55841
Q7KR04	P46222
Q7KR04	Q9V3G1
Q7KR04	P41094
Q7KR04	Q7JYK1
Q7KR04	Q24154
Q7KR04	P17704
Q95U34	Q9W0P5
Q24547	Q8IPM8
Q24547	P36975
P10981	P02574
P02574	P18091
P02574	P53501
